Common,Royal,Monk
កូនមានសេចក្តីសុខជាធម្មតាទេប៉ុន្តែកូននឹករលឹកដល់ម៉ែនិងឪពុកខ្លាំងណាស់,បុត្រមានសេចក្តីសុខជាធម្មតាទេប៉ុន្តែបុត្រមានសេចក្តីនឹករលឹកមកដល់ព្រះមាតានិងព្រះបិតាជាពន់ពេក,បុត្រមានសេចក្តីសុខជាធម្មតាទេប៉ុន្តែបុត្រមានសេចក្តីនឹករលឹកមកដល់ព្រះមាតានិងព្រះបិតាជាពន់ពេក
កូនមិនដឹងថាតើម៉ែឪសុខទុក្ខយ៉ាងណានិងនឹកមកដល់កូនដែរឬទេ?,បុត្រមិនដឹងថាតើទ្រង់មានសុខទុក្ខនិងមានព្រះទ័យនឹករលឹកមកដល់បុត្រដែរឬយ៉ាងណា?,បុត្រមិនដឹងថាតើទ្រង់មានសុខទុក្ខនិងមានព្រះទ័យនឹករលឹកមកដល់បុត្រដែរឬយ៉ាងណា?
ចំណែកការសិក្សាវីញកូនកំពុងយកចិត្តទុកដាក់ព្យាយាមយ៉ាងខ្លាំង,ចំណែកការសិក្សាវីញបុត្រកំពុងយកព្រះទ័យទុកដាក់ព្យាយាមយ៉ាងខ្លាំង,ចំណែកការសិក្សាវីញបុត្រកំពុងយកព្រះទ័យទុកដាក់ព្យាយាមយ៉ាងខ្លាំង
សូមម៉ែនិងឪពុកកុំព្រួយចិត្តឱ្យសោះ,សូមព្រះមាតាព្រះបិតាកុំព្រួយព្រះទ័យឱ្យសោះ,សូមព្រះមាតាព្រះបិតាកុំព្រួយព្រះទ័យឱ្យសោះ
កាលពីឆ្នាំមុនកូនទទួលបានចំណាត់ថ្នាក់លេខ១,កាលពីឆ្នាំមុនបុត្រទទួលបានចំណាត់ថ្នាក់លេខ១,កាលពីឆ្នាំមុនបុត្រទទួលបានចំណាត់ថ្នាក់លេខ១
កូនសង្ឃឹមថាម៉ែឪនឹងឱ្យរង្វាន់ដល់កូនជាមិនខាន,បុត្រសង្ឃឹមថាទ្រង់នឹងប្រទានរង្វាន់ដល់បុត្រជាមិនខាន,បុត្រសង្ឃឹមថាទ្រង់នឹងប្រទានរង្វាន់ដល់បុត្រជាមិនខាន
ខ្ញុំសូមផ្ញើសេចក្តីនឹករលឹកសាកសួរសុខទុក្ខចំពោះបងប្អូនសាច់ញាតិទាំងអស់ពីចម្ងាយផង,ទូលបង្គំសូមផ្ញើសេចក្តីនឹករលឹកសាកសួរសុខទុក្ខចំពោះព្រះរាជវង្សានុវង្សទាំងអស់ពីចម្ងាយផង,ទូលបង្គំសូមផ្ញើសេចក្តីនឹករលឹកសាកសួរសុខទុក្ខចំពោះព្រះរាជវង្សានុវង្សទាំងអស់ពីចម្ងាយផង
កូនសង្ឃឹមថាម៉ែឪនឹងបានសុខមានសុខភាពល្អគ្រប់ៗគ្នា,បុត្រសង្ឃឹមថាទ្រង់នឹងបានសុខមានព្រះសុខភាពបរិបូរណ៍គ្រប់ៗអង្គ,បុត្រសង្ឃឹមថាទ្រង់នឹងបានសុខមានព្រះសុខភាពបរិបូរណ៍គ្រប់ៗអង្គ
ខ្ញុំសូមជម្រាបលាម៉ែឪត្រឹមនេះចុះ,ទូលបង្គំសូមក្រាបថ្វាយបង្គំលាព្រះមាតាព្រះបិតាជាទីសក្ការៈដ៏លើសលប់ត្រឹមនេះចុះ,ទូលបង្គំសូមក្រាបថ្វាយបង្គំលាព្រះមាតាព្រះបិតាជាទីសក្ការៈដ៏លើសលប់ត្រឹមនេះចុះ
ខ្ញុំសូមបួងសួងដល់ទេវតាទាំងឡាយតាមជួយថែរក្សាគាត់ឱ្យជួបតែសេចក្តីសុខចម្រើនមានសុខភាពល្អអាយុវែងកុំបីខាន,ទូលបង្គំសូមបួងសួងដល់ទេវតាទាំងឡាយទាំងពួងតាមជួយថែរក្សាព្រះអង្គឱ្យជួបប្រទះតែសេចក្តីសុខចម្រើនគ្រប់ប្រការមានព្រះសុខភាពបរិបូរណ៍ព្រះជន្មាយុយឺនយូរកុំបីខាន,ទូលបង្គំសូមបួងសួងដល់ទេវតាទាំងឡាយទាំងពួងតាមជួយថែរក្សាព្រះតេជគុណឱ្យជួបប្រទះតែសេចក្តីសុខចម្រើនគ្រប់ប្រការមានព្រះសុខភាពបរិបូរណ៍ព្រះជន្មាយុយឺនយូរកុំបីខាន
លោកម្ចាស់!ខ្ញុំមានភារកិច្ចពាំនាំពាក្យសាកសួរសុខទុក្ខម៉ែឪហើយមិនដឹងថាគាត់មានសុខភាពយ៉ាងណាទេ?,ព្រះអង្គម្ចាស់!ទូលបង្គំមានបន្ទុកពាំនាំសាកសួរសុខទុក្ខព្រះមាតាព្រះបិតាហើយមិនដឹងថាទ្រង់មានព្រះរាជសុខភាពយ៉ាងណាទេ?,ព្រះតេជគុណម្ចាស់!ទូលបង្គំមានបន្ទុកពាំនាំសាកសួរសុខទុក្ខព្រះមាតាព្រះបិតាហើយមិនដឹងថាទ្រង់មានព្រះរាជសុខភាពយ៉ាងណាទេ?
សព្វថ្ងៃគាត់សុខសប្បាយជាធម្មតាទេ,សព្វថ្ងៃទ្រង់សុខសប្បាយជាធម្មតាទេ,សព្វថ្ងៃទ្រង់សុខសប្បាយជាធម្មតាទេ
គាត់កំពុងរស់នៅឯបរទេសឯណោះ,ទ្រង់កំពុងគង់នៅឯបរទេសឯណោះ,ទ្រង់កំពុងគង់នៅឯបរទេសឯណោះ
យើងរស់នៅផ្ទះជាមួយបងនិងប្អូនរបស់យើង,យើងគង់នៅព្រះដំណាក់ជាមួយព្រះរៀមនិងព្រះអនុជរបស់យើង,យើងគង់នៅព្រះដំណាក់ជាមួយព្រះរៀមនិងព្រះអនុជរបស់យើង
ចុះយាយនិងតារបស់គាត់នៅឯណាដែរ?,ចុះព្រះអយ្យកាព្រះអយ្យកោរបស់ព្រះអង្គគង់នៅឯណាដែរ?,ចុះព្រះអយ្យកាព្រះអយ្យកោរបស់ព្រះតេជគុណគង់នៅឯណាដែរ?
ពួកគាត់នៅឯបរទេសដែរ,ទ្រង់គង់នៅឯបរទេសដែរ,ទ្រង់គង់នៅឯបរទេសដែរ
គាត់ខំស្វែងរកកន្លែងលំហែរកាយ,ទ្រង់ខំស្វែងរកទីកន្លែងលំហែរកាយ,ទ្រង់ខំស្វែងរកទីកន្លែងលំហែរកាយ
